frame,blit,computeHDT,computeShadowFrusta,gBuffer,merge,rasterize,shading
0,0.00047616,0.00425536,9.344e-05,0.011043,0.00084048,0.00335184,0.0003488
1,0.000384,0.00252624,5.84e-05,0.00571792,0.00115568,0.00258,0.00025872
2,0.00035792,0.00236864,5.568e-05,0.0043544,0.00060032,0.00243104,0.0002488
3,0.00035696,0.00232512,5.456e-05,0.00428192,0.00054656,0.00233888,0.00024688
4,0.00034592,0.00230576,5.376e-05,0.00412368,0.00052592,0.00232208,0.000244
5,0.00031824,0.00232512,5.344e-05,0.00412112,0.00051216,0.00228016,0.0002464
6,0.00033408,0.00230432,5.296e-05,0.00399648,0.00058816,0.002284,0.00024624
7,0.00033248,0.00229424,5.328e-05,0.00400464,0.00053568,0.00231136,0.00024336
8,0.00033408,0.00231664,5.376e-05,0.00406496,0.00057712,0.0023224,0.0002464
9,0.00033424,0.00229136,5.264e-05,0.00406208,0.00055984,0.00237264,0.00024336
10,0.00031824,0.00229792,5.328e-05,0.00405952,0.00051968,0.00241376,0.00024656
11,0.00032928,0.0022896,5.344e-05,0.00406352,0.00051648,0.00246416,0.00024816
12,0.00033184,0.00231776,5.248e-05,0.0040536,0.00052192,0.00244736,0.00024576
13,0.00033072,0.00231696,5.312e-05,0.00406672,0.00051216,0.00246656,0.0002432
14,0.0003152,0.002284,5.376e-05,0.00407904,0.00051936,0.00247232,0.00024352
15,0.00033344,0.0023176,5.408e-05,0.00408768,0.00050208,0.00247456,0.00024368
16,0.00032464,0.00229488,5.36e-05,0.00412048,0.00053184,0.00250608,0.0002424
17,0.00031696,0.0023208,5.328e-05,0.00413568,0.0005776,0.00252112,0.00024512
18,0.00034368,0.0023184,5.328e-05,0.0041528,0.00051776,0.0025536,0.00024688
19,0.0003408,0.0023,5.376e-05,0.00415584,0.00052416,0.0025688,0.00024496
20,0.00032912,0.00229904,5.296e-05,0.00416752,0.00051968,0.00259552,0.00024336
21,0.00032912,0.00228928,5.264e-05,0.00418464,0.00051968,0.002608,0.00024944
22,0.00032688,0.00228864,5.328e-05,0.00417328,0.00051504,0.00265056,0.00024448
23,0.00032944,0.0022904,5.424e-05,0.00418864,0.00051872,0.00263504,0.00024544
24,0.00032688,0.0023056,5.296e-05,0.00420656,0.00050336,0.00265936,0.0002472
25,0.00032864,0.00230432,5.296e-05,0.00421328,0.00050576,0.00266256,0.0002432
26,0.00033424,0.00229776,5.328e-05,0.00422256,0.00058832,0.00265488,0.00024288
27,0.00033488,0.002292,5.392e-05,0.00422384,0.00057376,0.00269696,0.00024272
28,0.00032464,0.00226928,5.312e-05,0.00426224,0.0005544,0.00270064,0.00024688
29,0.0003288,0.00230096,5.36e-05,0.0042552,0.00054176,0.00270544,0.00024416
30,0.00032832,0.00229168,5.408e-05,0.00425888,0.00054864,0.0027312,0.00024784
31,0.00032992,0.00230288,5.344e-05,0.00428512,0.00054048,0.00274608,0.00024224
32,0.0003248,0.00230768,5.392e-05,0.00428048,0.0005288,0.00272,0.00024416
33,0.00033424,0.00231248,5.296e-05,0.0042952,0.00065792,0.00270496,0.00024352
34,0.00032736,0.00231024,5.36e-05,0.00431888,0.00053408,0.00272672,0.00024656
35,0.00032752,0.002292,5.28e-05,0.00430384,0.00060048,0.0027552,0.00024368
36,0.00031584,0.00231456,5.344e-05,0.00431472,0.00052048,0.00278656,0.00024544
37,0.00032496,0.00228544,5.376e-05,0.0043024,0.00055456,0.00275504,0.00024576
