frame,blit,computeHDT,computeShadowFrusta,gBuffer,merge,rasterize,shading
0,4.768e-05,0.00077152,0.0003248,0.00208752,0.00105152,0.00510768,0.00018464
1,3.248e-05,0.00075504,0.00032928,0.00098208,0.00067632,0.00357728,0.00013056
2,3.28e-05,0.00053664,0.00027312,0.00073696,0.00066112,0.00345024,0.00012592
3,2.688e-05,0.00043776,0.00026784,0.00065264,0.00057424,0.00352064,0.00011584
4,2.528e-05,0.00043696,0.00026864,0.00062784,0.00056496,0.004416,0.00011584
5,2.576e-05,0.00041568,0.00026416,0.00060544,0.00054432,0.00511472,0.000112
6,2.528e-05,0.00041552,0.00026288,0.00061488,0.00053392,0.005968,0.00012032
7,2.448e-05,0.00046592,0.00026928,0.00059984,0.00051696,0.00661216,0.00011376
8,2.448e-05,0.00038928,0.00026016,0.00058704,0.00051424,0.00747328,0.00011648
9,2.464e-05,0.00042464,0.00025792,0.0005776,0.0005264,0.00818448,0.00011376
10,2.432e-05,0.00043872,0.00026864,0.0005856,0.00047488,0.0087288,0.00011216
11,2.416e-05,0.00042496,0.00025024,0.00058784,0.00054736,0.00859344,0.00011488
12,2.448e-05,0.00043456,0.00026336,0.00059504,0.00053584,0.00834048,0.00011392
13,2.464e-05,0.00037728,0.00026432,0.0006024,0.00052608,0.00808992,0.00011328
14,2.448e-05,0.00037728,0.0002672,0.00060432,0.0004992,0.00785616,0.00011616
15,2.448e-05,0.00037712,0.00026672,0.00061472,0.00050992,0.0076296,0.00011536
16,2.432e-05,0.00043552,0.00025712,0.00062528,0.00051264,0.0073432,0.00011488
17,2.448e-05,0.0003768,0.00026272,0.00062096,0.0005232,0.00702944,0.00011872
18,2.464e-05,0.00043648,0.00026576,0.00062208,0.00051584,0.00671952,0.00011472
19,2.448e-05,0.00043488,0.00026656,0.0006344,0.00050288,0.00637344,0.00011296
20,2.448e-05,0.00043312,0.00026512,0.00063392,0.00051312,0.00607408,0.00011456
21,2.448e-05,0.00043632,0.0002632,0.00063712,0.00051264,0.00571312,0.00011424
22,2.448e-05,0.00037712,0.00026448,0.00063312,0.00051328,0.00535808,0.00011616
23,2.448e-05,0.00037824,0.00025792,0.00063072,0.00052144,0.00498464,0.00011312
24,2.464e-05,0.00042512,0.00026432,0.00064576,0.00052016,0.00463616,0.0001128
25,2.464e-05,0.00043776,0.0002632,0.00064944,0.00050928,0.00425664,0.00011232
