frame,blit,computeHDT,computeShadowFrusta,gBuffer,merge,rasterize,shading
0,2.4148e-05,0.000164593,0.000704,0.00399289,0.000652,0.00893644,0.000101926
1,2.2518e-05,0.000157481,0.000694519,0.00115363,0.000310074,0.008568,0.0001
2,2.2815e-05,0.000157481,0.000696593,0.00068726,0.000311407,0.00863378,0.000101333
3,2.3852e-05,0.000158667,0.000703852,0.000712741,0.000324445,0.00856578,0.000100592
4,2.2666e-05,0.000160593,0.000694667,0.000692,0.000316445,0.0083117,0.000100445
5,2.2667e-05,0.000158666,0.000694519,0.000691852,0.000278666,0.0080397,9.9408e-05
6,2.2074e-05,0.000158223,0.000693037,0.00069274,0.000321185,0.00806933,0.000101037
7,2.3704e-05,0.000159259,0.000697482,0.000713778,0.000310222,0.00804118,0.000101037
8,2.2962e-05,0.00016,0.000699556,0.00070237,0.000311112,0.00813852,0.000101038
9,2.2666e-05,0.000157037,0.000698815,0.000693778,0.000300148,0.00805467,0.000101926
10,2.4296e-05,0.000157926,0.000693037,0.000704593,0.000374223,0.00804474,0.000100148
11,2.2518e-05,0.000158667,0.000692296,0.000724593,0.000302074,0.00819763,9.9704e-05
12,2.2815e-05,0.000157037,0.000671852,0.000694963,0.000289481,0.0083557,0.000101037
13,2.237e-05,0.000157333,0.00069037,0.000696593,0.000304,0.00842222,9.9556e-05
14,2.3556e-05,0.000158518,0.000698667,0.000727112,0.000320444,0.00880133,0.000100148
15,2.2074e-05,0.000158815,0.000696593,0.000696592,0.000295556,0.00919748,9.9111e-05
16,2.2371e-05,0.000157334,0.000695259,0.000695703,0.000314518,0.00941067,9.9259e-05
17,2.2222e-05,0.00015763,0.000695555,0.000693482,0.000297926,0.00974207,0.000100149
18,2.4e-05,0.000158371,0.000694963,0.000717185,0.000351112,0.0094957,0.000101926
19,2.2815e-05,0.00015837,0.000698963,0.000699555,0.000306371,0.00954593,0.000101037
20,2.237e-05,0.000158074,0.000690667,0.000707852,0.00028563,0.00992311,0.00010163
21,2.4148e-05,0.000157037,0.000698518,0.000702222,0.000423556,0.0101465,0.0001
22,2.2815e-05,0.000158074,0.000697926,0.000729037,0.00031037,0.0104073,0.000100593
23,2.2666e-05,0.000157334,0.000699111,0.000709185,0.00029526,0.0107415,0.000101778
24,2.3407e-05,0.000157333,0.000691111,0.000712297,0.000292593,0.0114422,0.000100741
25,2.4297e-05,0.000157629,0.000696297,0.000734519,0.000369629,0.0115809,0.000101925
26,2.2371e-05,0.000158074,0.000699704,0.000724444,0.000352592,0.0120679,9.9703e-05
27,2.2815e-05,0.000157629,0.000699111,0.000716889,0.000297481,0.0122876,0.000100593
28,2.2519e-05,0.000157926,0.000693778,0.00071837,0.000314962,0.0118249,9.9852e-05
29,2.4296e-05,0.000158223,0.000698814,0.000749037,0.000356889,0.0113553,0.000101926
