frame,blit,computeHDT,computeShadowFrusta,gBuffer,merge,rasterize,shading
0,2.176e-05,0.0010336,0.0004976,0.00120144,0.00036112,0.00312288,0.00011712
1,1.456e-05,0.00016304,0.00048944,0.0006536,0.00020672,0.00276992,7.872e-05
2,1.456e-05,0.00011136,0.00033824,0.00046656,0.00017328,0.00202832,7.936e-05
3,1.52e-05,0.00011504,0.00034176,0.00046304,0.00016656,0.0020224,7.936e-05
4,1.344e-05,0.00011504,0.00034256,0.00046928,0.0002016,0.00194448,7.472e-05
5,1.312e-05,0.00010256,0.00030176,0.00041536,0.000192,0.0017152,7.152e-05
6,1.328e-05,0.00010128,0.00029984,0.0004208,0.0001544,0.00171472,7.232e-05
7,1.312e-05,0.0001016,0.000304,0.00041968,0.00017936,0.0017328,7.168e-05
8,1.296e-05,9.776e-05,0.00029552,0.00041648,0.0001864,0.0016344,7.056e-05
9,1.328e-05,9.776e-05,0.00029776,0.00040416,0.00019168,0.00163744,6.976e-05
10,1.312e-05,9.728e-05,0.000296,0.00041552,0.00018976,0.00163952,7.168e-05
11,1.168e-05,9.76e-05,0.00029536,0.00042064,0.00017408,0.00176608,7.168e-05
12,1.296e-05,9.68e-05,0.00029392,0.00041952,0.00018432,0.00171696,7.184e-05
13,1.312e-05,0.00010224,0.00030672,0.00046096,0.00056656,0.00183632,7.44e-05
14,1.312e-05,0.00010208,0.00030672,0.00047216,0.00019024,0.00192768,7.136e-05
15,1.2e-05,0.00010096,0.0003056,0.00047232,0.00018448,0.0017832,7.248e-05
16,1.264e-05,9.872e-05,0.00029824,0.0004536,0.0001664,0.00178768,7.088e-05
17,1.264e-05,9.712e-05,0.0002952,0.00045264,0.00017472,0.00170688,7.152e-05
18,1.248e-05,9.68e-05,0.00029168,0.00045248,0.000188,0.00166528,7.072e-05
19,1.232e-05,9.536e-05,0.00029136,0.00043728,0.00017584,0.00159312,6.976e-05
20,1.248e-05,9.76e-05,0.0002904,0.00043472,0.000204,0.00160656,7.12e-05
21,1.264e-05,9.536e-05,0.00029072,0.00043472,0.00016048,0.00160336,7.152e-05
22,1.232e-05,9.584e-05,0.0002976,0.00043584,0.00018928,0.001552,7.088e-05
23,1.248e-05,9.376e-05,0.000292,0.00042544,0.00018576,0.00155504,6.864e-05
24,1.264e-05,9.312e-05,0.0002864,0.00042368,0.00019168,0.0015584,6.928e-05
25,1.232e-05,9.36e-05,0.0002896,0.00042576,0.00018608,0.00156064,7.024e-05
26,1.264e-05,9.168e-05,0.00028448,0.00041248,0.00016032,0.00150688,7.04e-05
27,1.248e-05,9.2e-05,0.00028336,0.00041584,0.0001848,0.00165072,6.896e-05
28,1.248e-05,9.216e-05,0.00028768,0.00042432,0.00019264,0.001644,7.136e-05
29,1.248e-05,9.12e-05,0.00028784,0.00042816,0.00018864,0.00164096,6.976e-05
30,1.216e-05,9.184e-05,0.00028672,0.00043392,0.00014656,0.00163456,6.848e-05
31,1.216e-05,9.232e-05,0.00028512,0.00044288,0.00018496,0.0016296,7.168e-05
32,1.248e-05,9.12e-05,0.00028896,0.00045392,0.00018448,0.00164,6.992e-05
33,1.216e-05,9.136e-05,0.00028672,0.00046432,0.00018304,0.00163072,6.928e-05
34,1.216e-05,9.216e-05,0.00028672,0.0004656,0.00017488,0.0016488,7.024e-05
35,1.2e-05,9.344e-05,0.00028672,0.00046288,0.00015936,0.00158944,6.896e-05
36,1.232e-05,9.296e-05,0.00028704,0.000452,0.00018176,0.0015928,7.024e-05
37,1.232e-05,9.232e-05,0.00028752,0.00044128,0.0001872,0.00159104,7.136e-05
38,1.232e-05,9.344e-05,0.00028848,0.00042528,0.00017856,0.00157664,7.136e-05
39,1.2e-05,9.328e-05,0.00028816,0.00041248,0.00015904,0.00157536,7.056e-05
40,1.296e-05,9.136e-05,0.0002856,0.000404,0.00017696,0.00157088,7.264e-05
41,1.248e-05,9.328e-05,0.00028736,0.00040496,0.00018032,0.00155584,7.072e-05
42,1.232e-05,9.312e-05,0.00028704,0.00040144,0.00016992,0.00151792,7.152e-05
43,1.232e-05,9.296e-05,0.00028464,0.00040304,0.0001552,0.00149136,6.96e-05
44,1.232e-05,9.312e-05,0.00028608,0.00040736,0.00017424,0.00147632,6.88e-05
45,1.296e-05,9.28e-05,0.00028832,0.0004152,0.00018688,0.00147472,7.12e-05
46,1.248e-05,9.328e-05,0.0002848,0.00042256,0.0001776,0.0014784,6.88e-05
47,1.216e-05,9.328e-05,0.0002856,0.00042576,0.00016128,0.00147728,7.024e-05
48,1.216e-05,9.248e-05,0.0002888,0.00042096,0.00018544,0.001472,7.024e-05
49,1.248e-05,9.28e-05,0.0002904,0.00043392,0.00017104,0.00146896,7.232e-05
50,1.248e-05,9.232e-05,0.000284,0.0004392,0.00014896,0.00146752,7.168e-05
51,1.248e-05,9.248e-05,0.00028752,0.00045344,0.00014848,0.00150432,6.928e-05
52,1.2e-05,9.328e-05,0.00029184,0.00045248,0.00016896,0.00149168,7.104e-05
53,1.216e-05,9.296e-05,0.00028608,0.00045104,0.00018048,0.0014896,7.152e-05
54,1.216e-05,9.2e-05,0.00028512,0.00046112,0.00015728,0.00148656,7.104e-05
55,1.216e-05,9.248e-05,0.0002848,0.00044592,0.0001808,0.00148848,7.248e-05
56,1.232e-05,9.2e-05,0.00028464,0.00045248,0.00017904,0.00147296,7.088e-05
57,1.264e-05,9.264e-05,0.00028352,0.00045216,0.00015184,0.0014528,7.04e-05
58,1.232e-05,9.168e-05,0.00028592,0.00046944,0.00017776,0.00145696,6.896e-05
59,1.232e-05,9.184e-05,0.00028416,0.00047968,0.00017664,0.00154592,6.976e-05
60,1.28e-05,9.296e-05,0.00028432,0.0004768,0.00018176,0.00159152,7.008e-05
61,1.216e-05,9.344e-05,0.0002856,0.00047552,0.00017968,0.00165616,7.024e-05
62,1.216e-05,9.168e-05,0.00028512,0.00048288,0.00022432,0.00170336,7.04e-05
63,1.2e-05,9.232e-05,0.00028704,0.00048144,0.0001704,0.00178512,6.928e-05
64,1.264e-05,9.344e-05,0.00029024,0.0004792,0.00016512,0.00182672,6.96e-05
65,1.2e-05,9.424e-05,0.00028448,0.00047552,0.00016736,0.00182896,7.216e-05
66,1.216e-05,9.232e-05,0.0002864,0.00046368,0.00018224,0.00183024,7.12e-05
67,1.232e-05,9.184e-05,0.00028496,0.00045936,0.0001832,0.00184032,7.072e-05
68,1.28e-05,9.232e-05,0.00028464,0.00045632,0.00018144,0.00184192,6.976e-05
