-0.279783,-0.0297172,-0.118722,0.911911,-0.407761,-0.0463624,0.407235,0.913089,-0.0207042
-0.212745,-0.0297172,0.0605378,0.730317,-0.361616,-0.579544,0.283263,0.932327,-0.224784
-0.0676837,-0.0297172,0.202258,0.314479,-0.398609,-0.861518,0.136682,0.917121,-0.374443
0.20265,-0.0297172,0.240217,-0.17087,-0.42594,-0.88847,-0.0804425,0.904752,-0.418275
0.414774,0.00285254,0.0649873,-0.740628,-0.398609,-0.540907,-0.3219,0.917121,-0.235095
0.360146,0.0908069,-0.188127,-0.895877,-0.434966,-0.090609,-0.432758,0.900447,-0.0437691
0.146953,-0.00121769,-0.404759,-0.680944,-0.470626,0.561094,-0.363207,0.882333,0.299281
-0.164192,-0.0079595,-0.331432,-0.0893243,-0.597195,0.797107,-0.0665058,0.802096,0.593481
-0.209486,0.0166988,-0.16606,0.477968,-0.636537,0.605283,0.394484,0.771246,0.499562
-0.13265,0.0872718,-0.0668071,0.146239,-0.963558,0.223987,0.526766,0.267499,0.806822
-0.133529,-0.00859933,0.147117,0.279439,-0.846832,-0.452537,0.444924,0.531861,-0.720532
0.0835003,0.0623996,0.0860709,-0.00356953,-0.852108,-0.523354,-0.00581165,0.523366,-0.852088
0.158499,0.0623996,0.0855597,0.303263,-0.674288,-0.673326,0.276906,0.738469,-0.614807
0.18559,-0.0137884,-0.33896,0.410356,-0.66687,-0.622007,0.367234,0.745174,-0.556645
-0.306104,0.0135644,-0.298974,0.594828,-0.717356,-0.36274,0.612457,0.696707,-0.373491
-0.441562,0.0448757,-0.216367,0.594828,-0.717356,-0.36274,0.612457,0.696707,-0.373491
-0.471227,0.00065081,-0.0970081,0.744891,-0.66687,-0.0205701,0.666615,0.745175,-0.0184085
-0.416749,0.0535582,0.160586,0.676506,-0.703279,0.218491,0.669241,0.710914,0.216145
-0.533542,0.0535582,0.366069,0.53382,-0.696135,0.480034,0.517628,0.717911,0.465473
-0.444012,0.044543,0.49964,0.796724,-0.227977,0.559694,0.186548,0.973666,0.131049
-0.291979,0.158178,0.606445,0.626059,-0.227977,0.745705,0.146588,0.973666,0.174602
-0.076167,0.0950281,0.760131,0.741209,-0.17903,-0.64696,0.134877,0.983844,-0.117727
0.631573,0.322336,0.615161,-0.175711,-0.324043,-0.929582,-0.0601853,0.946042,-0.318405
0.798967,0.695356,-0.0198491,-0.816927,-0.479425,-0.320595,-0.446289,0.877583,-0.175142
