frame,blit,drawSides,gBuffer,shading
307,2.048e-05,0.0150133,0.00132608,0.00042384
308,2e-05,0.0150424,0.001344,0.00041904
309,1.936e-05,0.015125,0.00134656,0.00042864
310,2.16e-05,0.0152491,0.0013408,0.00042528
311,2.192e-05,0.0153586,0.00132544,0.0004224
312,2.048e-05,0.015536,0.00131824,0.00042736
313,1.824e-05,0.015652,0.00131632,0.00042624
314,2.112e-05,0.0156165,0.00132336,0.00042672
315,2.096e-05,0.0158563,0.00129904,0.00041824
316,1.84e-05,0.0157488,0.001308,0.0004296
317,1.936e-05,0.0158642,0.00128128,0.00042528
318,1.84e-05,0.0156891,0.00127424,0.000428
319,1.824e-05,0.0153822,0.0012776,0.00042832
320,1.792e-05,0.0151846,0.0012904,0.00042592
321,1.712e-05,0.0150509,0.00128608,0.0004296
322,1.792e-05,0.0148902,0.00129008,0.00042576
323,1.728e-05,0.0145651,0.00128016,0.000424
324,1.648e-05,0.014243,0.00131216,0.00040704
325,1.632e-05,0.0138827,0.00131536,0.00041104
326,1.728e-05,0.0133902,0.00131248,0.00042192
327,1.712e-05,0.013235,0.00132176,0.00041024
328,2.256e-05,0.0131501,0.00132848,0.00041696
329,2.256e-05,0.0131144,0.00133424,0.00042416
330,2.208e-05,0.0130965,0.00133872,0.00040752
331,2.24e-05,0.013077,0.0013624,0.00042544
332,1.952e-05,0.013005,0.0013872,0.00042096
333,2.272e-05,0.0129187,0.0014096,0.00042304
334,2.304e-05,0.012909,0.00144464,0.00042432
335,4.416e-05,0.0128786,0.00146544,0.00040992
336,4.336e-05,0.0128774,0.0014912,0.0004056
337,4.304e-05,0.012881,0.00146288,0.00041184
338,4.288e-05,0.0128843,0.00147232,0.00040768
339,4.24e-05,0.0128872,0.00150336,0.00041152
340,4.224e-05,0.0128888,0.00148752,0.00041616
341,4.144e-05,0.0128928,0.00151952,0.00041072
342,4.096e-05,0.0128982,0.00154416,0.00040688
343,4.048e-05,0.0128965,0.00155472,0.00041552
344,3.968e-05,0.0129003,0.00154224,0.000412
345,3.936e-05,0.0129075,0.00153296,0.0004144
346,3.808e-05,0.0129226,0.00153792,0.00040992
347,3.696e-05,0.0129541,0.00155504,0.00041456
348,3.52e-05,0.0129936,0.00154224,0.00041088
349,3.408e-05,0.0130587,0.00154128,0.00041216
350,3.296e-05,0.013097,0.00153904,0.00041488
351,3.216e-05,0.0131301,0.00157184,0.00041312
352,3.12e-05,0.0131178,0.00160784,0.00041328
353,3.04e-05,0.0131222,0.00163424,0.00041872
354,3.024e-05,0.0131189,0.001672,0.00041392
355,3.024e-05,0.0131365,0.00168992,0.0004184
356,3.04e-05,0.0131405,0.0017016,0.00041584
357,3.104e-05,0.0131696,0.00172752,0.00041376
358,3.072e-05,0.0131901,0.0017384,0.00042176
359,3.12e-05,0.0132043,0.00176352,0.0004152
360,3.168e-05,0.0132099,0.0017808,0.00041616
361,3.168e-05,0.0132178,0.0017928,0.00041616
362,3.2e-05,0.0132222,0.00181648,0.0004168
363,3.184e-05,0.013225,0.0018344,0.0004176
364,3.232e-05,0.0132214,0.00183488,0.00041312
365,3.232e-05,0.0132184,0.00186944,0.00041616
366,3.264e-05,0.0132112,0.00183552,0.00041152
367,3.344e-05,0.0131992,0.00186528,0.00041376
368,3.392e-05,0.0131926,0.00185472,0.00041488
369,3.472e-05,0.0131795,0.00186912,0.00041312
370,3.568e-05,0.0131648,0.00190528,0.00041552
371,3.584e-05,0.0131438,0.00189104,0.00041216
372,3.568e-05,0.0131251,0.00194384,0.00041504
373,3.568e-05,0.0131046,0.001928,0.0004152
374,3.52e-05,0.0130867,0.00194064,0.00040432
375,3.6e-05,0.0130715,0.00196512,0.000408
376,3.728e-05,0.0130394,0.0019472,0.0004104
377,3.888e-05,0.0130086,0.00194272,0.00041248
378,4e-05,0.0129758,0.00195456,0.0004088
379,4.224e-05,0.0129563,0.0019552,0.00040512
380,4.432e-05,0.0129418,0.00198656,0.00040576
381,4.464e-05,0.0129408,0.00196976,0.00040656
382,4.464e-05,0.0129349,0.00195408,0.00040416
383,4.48e-05,0.0129272,0.00192768,0.000404
384,4.496e-05,0.0129242,0.00190704,0.00040688
385,4.56e-05,0.0129227,0.00187488,0.00040736
386,4.88e-05,0.0128995,0.00171024,0.00040528
387,4.304e-05,0.0129491,0.00185904,0.00039264
388,4.288e-05,0.0129502,0.00185632,0.00038992
389,4.32e-05,0.0129566,0.00185248,0.0003928
390,4.304e-05,0.0129608,0.00172592,0.00038592
391,4.336e-05,0.012963,0.0016192,0.00038672
392,4.368e-05,0.0129645,0.00160768,0.00038752
393,4.4e-05,0.012959,0.00158608,0.00038432
394,4.4e-05,0.0129579,0.00156384,0.00038544
395,4.432e-05,0.0129565,0.00156992,0.00038272
396,4.464e-05,0.0129581,0.00155248,0.00038288
397,4.416e-05,0.0129574,0.00155696,0.00037792
398,4.448e-05,0.0129542,0.00155856,0.00038624
399,4.368e-05,0.0129525,0.00155472,0.00037616
400,4.304e-05,0.0129533,0.00156592,0.00037648
401,4.256e-05,0.0129541,0.00157392,0.0003752
402,4.272e-05,0.012955,0.0015848,0.00037888
403,4.096e-05,0.0129488,0.001568,0.00037648
404,4.048e-05,0.0129528,0.00156064,0.0003808
405,3.856e-05,0.0129498,0.001556,0.00037472
406,3.872e-05,0.0129411,0.00156368,0.00037952
407,3.728e-05,0.0129381,0.00156992,0.00038336
408,3.744e-05,0.0129293,0.00156528,0.00038432
409,3.664e-05,0.0129229,0.0015816,0.00038176
410,3.632e-05,0.0129261,0.00157712,0.00038864
411,3.6e-05,0.0129245,0.00158064,0.00039072
412,3.552e-05,0.0129251,0.00159856,0.00039344
413,3.552e-05,0.0129285,0.00160336,0.0003904
414,3.52e-05,0.012928,0.00160544,0.000392
415,3.504e-05,0.0129328,0.00160736,0.00039632
416,3.472e-05,0.0129338,0.0016048,0.00040032
417,3.344e-05,0.0129438,0.00159952,0.00039936
418,3.36e-05,0.0129515,0.00160496,0.00040016
419,3.232e-05,0.0129627,0.00160624,0.0004008
420,3.168e-05,0.0129714,0.00158848,0.0004008
421,3.072e-05,0.0129795,0.0015776,0.00039696
422,3.056e-05,0.0129894,0.00155968,0.00040416
423,3.056e-05,0.0129925,0.00155952,0.00039824
424,3.024e-05,0.013001,0.00154816,0.0004096
425,3.04e-05,0.0130099,0.0015376,0.0003928
426,3.088e-05,0.0130208,0.001532,0.00040656
427,3.088e-05,0.0130235,0.00151424,0.00040464
428,3.072e-05,0.013024,0.0014976,0.0004056
429,3.168e-05,0.0130301,0.00149008,0.000404
430,3.168e-05,0.0130293,0.00149168,0.00040496
431,3.2e-05,0.0130325,0.00150496,0.00040976
432,3.248e-05,0.0130328,0.00150432,0.00040224
433,3.344e-05,0.0130371,0.00152592,0.00041328
434,3.344e-05,0.013036,0.00154528,0.00040032
435,3.376e-05,0.0130366,0.00156784,0.0004136
436,3.408e-05,0.0130373,0.00158624,0.00039312
437,3.424e-05,0.0130384,0.00159824,0.00040832
438,3.296e-05,0.0130504,0.00157264,0.00039552
439,3.152e-05,0.0130765,0.00151808,0.00041888
440,3.12e-05,0.013108,0.0014744,0.00041168
441,3.152e-05,0.0131474,0.00143568,0.00041504
442,3.136e-05,0.013199,0.00139712,0.00041392
443,3.136e-05,0.0132603,0.00137296,0.000416
444,3.152e-05,0.0133408,0.00135392,0.00041824
445,3.168e-05,0.013421,0.00137168,0.00041664
446,3.216e-05,0.0134846,0.00137552,0.00041296
447,3.232e-05,0.0135437,0.00139952,0.00041584
448,3.216e-05,0.0135816,0.00140304,0.000416
449,3.216e-05,0.0136138,0.00141344,0.00041664
450,3.248e-05,0.0136576,0.00140624,0.00041712
451,3.184e-05,0.0137227,0.00139088,0.00041888
452,3.152e-05,0.0137442,0.00137344,0.00041616
453,2.304e-05,0.0137411,0.00135552,0.00042528
454,2.272e-05,0.0137419,0.00134768,0.00041952
455,2.336e-05,0.0137419,0.00133984,0.00042384
456,2.384e-05,0.0137429,0.00134928,0.00042304
457,2.432e-05,0.0137432,0.00135088,0.00042144
458,2.464e-05,0.0137414,0.00135584,0.00041872
459,2.544e-05,0.0137398,0.00135328,0.00041456
460,2.656e-05,0.013739,0.00134384,0.00041552
461,2.368e-05,0.0137509,0.00133424,0.00041312
462,2.864e-05,0.0137512,0.00133904,0.00040976
463,2.352e-05,0.0137496,0.00132656,0.00040896
464,2.352e-05,0.0137474,0.00131552,0.00040752
465,2.32e-05,0.0137461,0.00131408,0.00040912
466,2.336e-05,0.0137421,0.00131216,0.00040784
467,2.352e-05,0.01374,0.00130976,0.00041248
468,2.304e-05,0.0137456,0.00130176,0.00041136
469,2.304e-05,0.0137389,0.00129504,0.00041072
470,2.288e-05,0.0137402,0.00129152,0.00040912
