frame,blit,computeHDT,computeShadowFrusta,gBuffer,merge,rasterize,shading
0,0.00050912,0.00436048,5.952e-05,0.00851456,0.00085376,0.0023096,0.00032224
1,0.0003512,0.0030432,3.664e-05,0.0048352,0.00099392,0.00162272,0.0002672
2,0.00034096,0.00247536,3.664e-05,0.00321664,0.00056704,0.00136512,0.00024112
3,0.00035968,0.00234336,3.456e-05,0.00307296,0.00056768,0.00131728,0.00024736
4,0.00032736,0.00225424,3.36e-05,0.00300672,0.00053904,0.00128448,0.00022944
5,0.00032064,0.00220224,3.312e-05,0.00300112,0.00054128,0.0012448,0.00022944
6,0.00033296,0.00219952,3.328e-05,0.00298736,0.000524,0.00123296,0.00022032
7,0.00031696,0.0021368,3.2e-05,0.00290224,0.00051728,0.00120432,0.00022304
8,0.00031616,0.00212864,3.2e-05,0.00291392,0.00048976,0.00120688,0.00021824
9,0.00032112,0.0021376,3.2e-05,0.0029112,0.0005832,0.00120096,0.00021904
10,0.00032912,0.00212784,3.184e-05,0.00292448,0.0005472,0.00122048,0.0002232
11,0.00033152,0.00213968,3.216e-05,0.00292608,0.00051744,0.0012072,0.00022128
12,0.00032496,0.0021328,3.232e-05,0.00292608,0.000528,0.00119744,0.0002208
13,0.00033696,0.00213872,3.152e-05,0.0029344,0.00052736,0.00119712,0.0002264
14,0.000332,0.00213952,3.232e-05,0.00293648,0.00052672,0.00119504,0.00022016
15,0.00033216,0.00213664,3.264e-05,0.00293744,0.00054192,0.00120672,0.00021936
16,0.0003336,0.00214704,3.216e-05,0.00294896,0.00053824,0.0011984,0.00022016
17,0.000328,0.00213344,3.232e-05,0.00295264,0.00051008,0.00124,0.00021936
18,0.00032768,0.00225216,3.152e-05,0.00296864,0.00053168,0.00127152,0.00021872
19,0.00031472,0.00213904,3.168e-05,0.00299808,0.0005312,0.00129504,0.00021872
20,0.00032608,0.00214096,3.136e-05,0.00303824,0.00052752,0.0013208,0.00022144
21,0.00032928,0.00226224,3.28e-05,0.00306752,0.00052352,0.00134368,0.00022208
22,0.00032368,0.0021768,3.152e-05,0.00311296,0.00051648,0.0013608,0.00022032
23,0.000328,0.00213968,3.168e-05,0.00315888,0.00052656,0.00140304,0.00022
24,0.00032688,0.0021944,3.2e-05,0.00316576,0.00051536,0.00140704,0.00022048
25,0.00032832,0.00214,3.152e-05,0.00321904,0.00051888,0.0014128,0.00021952
26,0.00032416,0.00220784,3.216e-05,0.00326288,0.00051168,0.00142656,0.00021792
27,0.00032928,0.00216624,3.248e-05,0.00328288,0.00051248,0.00140784,0.00022128
28,0.00032688,0.00221168,3.216e-05,0.00329616,0.00054832,0.00141616,0.00021904
29,0.00031808,0.00221664,3.184e-05,0.00332032,0.00052496,0.00140496,0.00021952
30,0.00032896,0.00221312,3.216e-05,0.0033624,0.00062608,0.00140912,0.00021824
31,0.00032688,0.00221664,3.216e-05,0.00337904,0.00050752,0.00145424,0.00022304
32,0.00032864,0.00220896,3.168e-05,0.00341088,0.00052432,0.00144976,0.00022016
33,0.00032048,0.00222544,3.184e-05,0.00342528,0.00050208,0.00145952,0.00021808
34,0.00033248,0.00220144,3.232e-05,0.00342656,0.00053248,0.00143616,0.00022208
35,0.00032976,0.0022256,3.12e-05,0.00342528,0.00052768,0.00142576,0.0002192
36,0.00032,0.00221136,3.248e-05,0.00340928,0.00053632,0.00143968,0.00022112
37,0.00033168,0.00224896,3.136e-05,0.00341888,0.0005416,0.001428,0.00021856
38,0.00032,0.00220592,3.2e-05,0.00340832,0.00052528,0.00145424,0.00022096
39,0.00033248,0.00219952,3.168e-05,0.00339184,0.00052336,0.00142304,0.00022
40,0.00032608,0.00220896,3.232e-05,0.00339616,0.00049856,0.0014616,0.00021936
41,0.00032576,0.00223456,3.216e-05,0.0033776,0.00047536,0.00142784,0.00021984
42,0.00033136,0.00268448,3.296e-05,0.00341312,0.00050768,0.00171296,0.00023024
43,0.0003272,0.0022576,3.232e-05,0.00427456,0.00048144,0.00147472,0.00022064
44,0.00033136,0.0022208,3.248e-05,0.00339904,0.00051872,0.0014808,0.00022
45,0.00032,0.00221808,3.216e-05,0.00338736,0.000532,0.00146496,0.00022336
46,0.00032592,0.00221808,3.264e-05,0.00339584,0.00051872,0.0014504,0.00022096
47,0.00032544,0.00223648,3.312e-05,0.00341568,0.000492,0.00147008,0.00021952
48,0.00033312,0.0022256,3.264e-05,0.00342352,0.000528,0.00147328,0.0002192
49,0.000336,0.00219168,3.2e-05,0.00340416,0.00060864,0.00149152,0.00021872
50,0.00033904,0.00220288,3.248e-05,0.0034128,0.0004936,0.0014848,0.000224
51,0.00032112,0.00220432,3.152e-05,0.00341344,0.00052352,0.00151264,0.00021904
52,0.00033536,0.00222688,3.264e-05,0.00342448,0.00053376,0.00147968,0.00021936
53,0.0003304,0.0022072,3.28e-05,0.00341936,0.00049872,0.00150304,0.00022096
54,0.00033616,0.00221024,3.248e-05,0.00342896,0.00049248,0.00151232,0.0002216
55,0.00032784,0.00221424,3.184e-05,0.00343312,0.00052624,0.00151856,0.00022208
56,0.0003312,0.002216,3.232e-05,0.00344112,0.00052976,0.0015112,0.0002216
57,0.00033088,0.00221712,3.2e-05,0.00344896,0.00050592,0.00152144,0.00021824
58,0.00031664,0.00221808,3.264e-05,0.0034456,0.00052992,0.00152464,0.00021952
59,0.00032304,0.00221632,3.232e-05,0.00349488,0.00052784,0.00154176,0.00021856
60,0.00032944,0.00220688,3.184e-05,0.00346464,0.00049952,0.00156528,0.00022224
61,0.00033168,0.00221664,3.216e-05,0.00346976,0.00053376,0.00159408,0.0002208
62,0.00032576,0.00223376,3.168e-05,0.00347856,0.00048976,0.00161024,0.00021936
63,0.00032224,0.00220432,3.232e-05,0.00349088,0.00052352,0.00162336,0.00021968
64,0.00032272,0.00222592,3.232e-05,0.00350208,0.0005088,0.00162592,0.00022224
65,0.00032816,0.00222432,3.328e-05,0.00350336,0.00053824,0.0016408,0.00021872
66,0.00033472,0.00220176,3.248e-05,0.00350896,0.000524,0.0016464,0.00022224
67,0.00032864,0.00222928,3.232e-05,0.0035584,0.0006456,0.0016632,0.00021696
68,0.000344,0.00218864,3.312e-05,0.00354192,0.0004696,0.00168192,0.00022064
69,0.00032176,0.0022192,3.232e-05,0.00353248,0.00053504,0.001668,0.00022144
70,0.00031744,0.00221776,3.136e-05,0.00355136,0.00052864,0.00168704,0.00021872
71,0.00033456,0.00222128,3.216e-05,0.00355616,0.00052256,0.00170704,0.00022112
72,0.00033312,0.00222,3.296e-05,0.00357424,0.00051648,0.00172768,0.0002192
73,0.00032912,0.0022144,3.184e-05,0.00362,0.0005256,0.00175648,0.00021776
74,0.00031712,0.002228,3.264e-05,0.00360816,0.00051424,0.00180032,0.00022128
75,0.00033216,0.00222416,3.248e-05,0.00361776,0.00052816,0.00182512,0.00021984
76,0.0003392,0.00222576,3.168e-05,0.00363248,0.00052544,0.00183488,0.00021856
77,0.00032992,0.00223584,3.264e-05,0.0036408,0.000508,0.0018616,0.0002192
78,0.00033232,0.00222832,3.248e-05,0.00369088,0.000512,0.00187872,0.00021856
79,0.00033232,0.00221504,3.184e-05,0.00365632,0.00051904,0.00189504,0.00021872
80,0.00033008,0.00222944,3.168e-05,0.00373328,0.0005104,0.00190144,0.00022464
81,0.00033344,0.00222176,3.216e-05,0.00373344,0.0005392,0.0019448,0.00022128
82,0.0003224,0.00223024,3.216e-05,0.00372992,0.00051312,0.00195104,0.00022144
83,0.00033024,0.00221904,3.296e-05,0.00375488,0.00051376,0.00194928,0.00021872
84,0.00033184,0.0022248,3.12e-05,0.00374224,0.00050688,0.00197008,0.00021968
85,0.00033376,0.00223328,3.312e-05,0.00378896,0.00066016,0.00197008,0.00022096
86,0.00032192,0.00222176,3.264e-05,0.00378096,0.00054704,0.00199216,0.00022032
87,0.00033456,0.0022248,3.232e-05,0.00382928,0.0005944,0.00197152,0.00021824
88,0.000332,0.00221088,3.248e-05,0.00384112,0.00050304,0.00197504,0.00021824
89,0.00032736,0.00223888,3.216e-05,0.00387664,0.00051856,0.00197296,0.00022288
90,0.00032688,0.0022248,3.152e-05,0.00388512,0.00053056,0.00198448,0.00022192
91,0.00032848,0.00223712,3.2e-05,0.0039264,0.00049552,0.00196272,0.0002208
92,0.00033248,0.00223744,3.2e-05,0.00392544,0.00053344,0.00195968,0.00021872
93,0.00033168,0.00222576,3.28e-05,0.00395072,0.00053904,0.00196288,0.00021744
94,0.0003168,0.00225392,3.248e-05,0.00396336,0.0005152,0.00195952,0.00022
95,0.0003256,0.0022408,3.184e-05,0.00395504,0.00054896,0.0019632,0.00021792
96,0.0003304,0.00222512,3.296e-05,0.00392336,0.00052912,0.00191568,0.0002184
97,0.000328,0.0022368,3.136e-05,0.00395824,0.00052064,0.00190352,0.00021808
98,0.00032752,0.00224624,3.168e-05,0.00397024,0.00052512,0.00188128,0.00022448
99,0.00032672,0.00222496,3.184e-05,0.0039232,0.00051968,0.00187648,0.00022048
100,0.00033328,0.00223392,3.136e-05,0.00390336,0.00051088,0.00186544,0.00022192
101,0.00031792,0.00223264,3.296e-05,0.0038976,0.00049296,0.00187296,0.00022032
102,0.00032512,0.00224,3.264e-05,0.0038504,0.00061152,0.00186848,0.00021968
103,0.00032864,0.00223264,3.232e-05,0.00381872,0.00052672,0.00184592,0.00021856
104,0.00032848,0.00222432,3.248e-05,0.00381328,0.0005368,0.00184,0.00021936
105,0.00031984,0.00221888,3.184e-05,0.00377968,0.00051344,0.001836,0.00021984
106,0.00032336,0.00224048,3.168e-05,0.00378576,0.00050672,0.00182832,0.00021936
107,0.00033312,0.00221472,3.12e-05,0.0037584,0.00053936,0.00183408,0.00022288
108,0.00033264,0.00222464,3.168e-05,0.00373728,0.00051648,0.0018248,0.00021776
109,0.00033088,0.00222064,3.216e-05,0.0037344,0.00052032,0.00181472,0.00022096
110,0.00032976,0.0022248,3.136e-05,0.00367728,0.00052288,0.001812,0.00021872
111,0.00033184,0.0022112,3.264e-05,0.00366832,0.00052848,0.00182832,0.00021856
112,0.00033344,0.00220864,3.2e-05,0.00371248,0.00052976,0.00180112,0.00022112
113,0.00032384,0.00220624,3.168e-05,0.00360576,0.00053936,0.00180288,0.00022512
114,0.0003272,0.00220784,3.184e-05,0.00361984,0.00053264,0.00182256,0.00021728
115,0.00032864,0.0022016,3.216e-05,0.00358752,0.0005392,0.00180416,0.0002192
116,0.00032896,0.00219456,3.184e-05,0.00354896,0.00049952,0.00180528,0.00021856
117,0.00033872,0.0022232,3.232e-05,0.0035288,0.00051392,0.0017992,0.00021824
118,0.00031872,0.00216928,3.312e-05,0.00349552,0.00050784,0.00180272,0.00022032
119,0.00033392,0.00219344,3.2e-05,0.00346592,0.0005752,0.00179632,0.00021856
120,0.00033328,0.00217472,3.184e-05,0.00343728,0.00063824,0.00181792,0.00021744
121,0.00033248,0.0021656,3.2e-05,0.00341008,0.00052464,0.00182048,0.00022144
122,0.00033344,0.00216512,3.168e-05,0.00341392,0.000544,0.00183984,0.00021744
123,0.00032816,0.00216192,3.184e-05,0.00338224,0.00052576,0.00182672,0.00021776
124,0.00033232,0.0021648,3.184e-05,0.00334768,0.00052752,0.00184032,0.00022112
125,0.00033088,0.00219344,3.216e-05,0.00332736,0.00052416,0.0018728,0.00021888
126,0.00033264,0.0021632,3.232e-05,0.00331648,0.00050928,0.00186256,0.00021712
127,0.0003296,0.00216928,3.088e-05,0.003296,0.00047856,0.00187376,0.00022016
128,0.00033008,0.00215968,3.04e-05,0.00329136,0.00053408,0.00189632,0.00021968
129,0.00032816,0.00216208,3.04e-05,0.00329408,0.00051136,0.00188608,0.00021744
130,0.00033248,0.00216272,3.056e-05,0.00328128,0.00059888,0.00189696,0.0002192
131,0.00031984,0.00216208,3.024e-05,0.0032888,0.00049456,0.00191632,0.00022208
132,0.00032848,0.00216752,3.056e-05,0.00327776,0.00051792,0.00193136,0.00022192
133,0.0003232,0.0021728,3.12e-05,0.0033144,0.00051376,0.00192016,0.00022288
134,0.00033264,0.00215856,2.976e-05,0.00328448,0.00051664,0.001916,0.00021808
135,0.00033024,0.0021624,3.024e-05,0.00328176,0.00050768,0.00192768,0.00021872
136,0.0003176,0.0021656,3.008e-05,0.00328224,0.00051856,0.00189888,0.00021664
137,0.00032512,0.0021632,2.992e-05,0.00327936,0.0005256,0.00192832,0.00022272
138,0.00033152,0.00216576,3.088e-05,0.00328288,0.00054512,0.00192,0.00021856
139,0.0003344,0.00216464,3.024e-05,0.00328272,0.00055168,0.00192992,0.00022064
140,0.0003264,0.00215952,3.008e-05,0.00327856,0.00050144,0.00192656,0.00021952
141,0.00031888,0.00215968,3.04e-05,0.0032664,0.00050464,0.0019136,0.00021872
142,0.0003336,0.00217136,2.976e-05,0.0032704,0.00053088,0.00190848,0.00022
143,0.0003184,0.00216096,2.992e-05,0.0032824,0.00054,0.0019264,0.00022112
144,0.0003312,0.00216144,3.056e-05,0.00327152,0.00051408,0.00191904,0.00022128
145,0.00033552,0.00216304,3.056e-05,0.0032616,0.00048112,0.00192128,0.00022112
